ICAO,CIAD,Aeródromo,Cidade,UF,Alerta,NOTAM,STATUS
SBZM,MG0006,Presidente Itamar Franco,GOIANÁ,MG,,"[{'badge_info': 'E0310/19', 'titulo': ' N 14/02/2019 17:18', 'msg': 'AIS OPR NA MODALIDADE DE AUTOATENDIMENTO PARA INFORMACOESADICIONAIS CONSULTAR CENTRO DE INFORMACOES AERONAUTICAS RIO DE JANEIRO(C-AIS RJ),TEL PLN/FAX (21)3398-4738 ', 'texto2': '25/02/19 00:00 a 25/05/19 23:59 UTC'}, {'badge_info': 'E0238/19', 'titulo': ' R E0172/19 06/02/2019 19:08', 'msg': 'AFIS HR SER- FEB 06 TIL 16 MON TIL FRI 1000-2100 SAT 1000-1400 SUN 1400-2100- FEB 17 TIL MAY 06  MON TIL FRI 1100-2200 SAT 1100-1500 SUN 1500-2200RMK : DEMAIS HR PPR DE NO MNM 02 HORAS BFRHR DE ENCERRAMENTO DAS OPS ATRAVES TEL (32) 3274-6213 ', 'texto2': '06/02/19 19:08 a 06/05/19 23:59 UTC'}, {'badge_info': 'E0237/19', 'titulo': ' R E0170/19 06/02/2019 19:02', 'msg': 'MET CMA (1 A 4) HR SER- FEB 06 TIL 16 MON TIL FRI 1000-2100 SAT 1000-1400 SUN 1400-2100- FEB 17 TIL MAY 06   MON TIL FRI 1100-2200 SAT 1100-1500 SUN 1500-2200RMK : DEMAIS HR PPR DE NO MNM 02 HORAS BFRHR DE ENCERRAMENTO DAS OPS ATRAVES TEL (32) 3274-6213 ', 'texto2': '06/02/19 19:02 a 06/05/19 23:59 UTC'}, {'badge_info': 'Z2153/18', 'titulo': ' R Z0440/18 13/12/2018 19:00', 'msg': 'COMBATE DE INCENDIO E SALVAMENTO CAT 7 HR SER DLY 1501-2000 DURANTE HORARIO BRASILEIRO DE VERAO DLY 1401-1900 INSTLREF.: AIP MAP ADC ', 'texto2': '13/12/18 19:00 a PERM'}, {'badge_info': 'Z2152/18', 'titulo': ' R Z0439/18 13/12/2018 18:58', 'msg': 'COMBATE DE INCENDIO E SALVAMENTO CAT 5 HR SER DLY 0900-1500  2001-2300 DURANTE HORARIO BRASILEIRO DE VERAO DLY 0800-1400 1901 -2200REF.:  AIP MAP ADC ', 'texto2': '13/12/18 18:58 a PERM'}]",OK
SDAA,SP0045,Araras,ARARAS,SP,,"[{'badge_info': 'Z0220/19', 'titulo': ' R Z2175/18 13/03/2019 20:32', 'msg': 'FLT GLD SUBJ AUTH APP ACADEMIA ACONTECERA ARARAS,SP (222045S0472226W),LIMEIRA,SP (223614S/0472443W), SDAE (223501S/0475346W), MINEIROS DO TIETE, SP (222617S/0482420W),FAZENDA BOA VISTA, SP (221000S/0482800W) E SDSC (215235S/0475412W) DNG EXC SBR 468 E SBR 469 ', 'texto2': 'FL055'}]",OK
SDAD,SP0095,Everaldo Moraes Barreto,ADAMANTINA,SP,,[],OK
SDAE,SP0053,São Pedro,SÃO PEDRO,SP,,"[{'badge_info': 'E0525/19', 'titulo': ' N 21/03/2019 19:53', 'msg': 'ASCENSAO BALAO LIVRE SUBJ AUTH APP ACADEMIA ACONTECERACENTRO AD (223501S/0475346W) RAIO 10KM RTO ', 'texto2': 'GND'}, {'badge_info': 'Z0218/19', 'titulo': ' R Z2176/18 13/03/2019 20:30', 'msg': 'FLT GLD SUBJ AUTH APP ACADEMIA ACONTECERA ARARAS,SP (222045S0472226W),LIMEIRA,SP (223614S/0472443W), SDAE (223501S/0475346W), MINEIROS DO TIETE, SP (222617S/0482420W),FAZENDA BOA VISTA, SP (221000S/0482800W) E SDSC (215235S/0475412W) DNG EXC SBR 468 E SBR 469 ', 'texto2': 'FL055'}]",OK
SDAG,RJ0010,Angra dos Reis,ANGRA DOS REIS,RJ,,[],OK
SDAI,SP0047,Americana,AMERICANA,SP,,[],OK
SDAM,SP0037,Estadual de Campos dos Amarais - Prefeito Francisco Amaral,CAMPINAS,SP,,"[{'badge_info': 'Z0003/18', 'titulo': ' R Z4041/17 03/01/2018 11:28', 'msg': 'AD MODIFICAR RMK PARA:1- HR SER HJ. DEMAIS HR O/R ATRAVES DO TEL (19) 3746-7550 (VOA SAO PAULO)REF: ROTAER 3-A ', 'texto2': '03/01/18 11:30 a PERM'}]",OK
SDBA,SP0099,Batatais,BATATAIS,SP,,[],OK
SDBB,SP0018,Bebedouro,BEBEDOURO,SP,,"[{'badge_info': 'F0625/19', 'titulo': ' N 10/04/2019 16:40', 'msg': 'EXIBICAO AEREA (ESQUADRILHA DA FUMACA) SUBJ COOR APP ACADEMIAACONTECERA 205412S0482813W (BEBEDOURO, SP) RAIO 9,5KM RTO ', 'texto2': 'SFC'}, {'badge_info': 'F0621/19', 'titulo': ' R F0459/19 09/04/2019 22:45', 'msg': 'FLT GLD ACONTECERA CENTRO AD (205401S0482825W) RAIO 05 KM DNG ', 'texto2': 'SFC'}]",OK
SDBK,SP0019,Botucatu,BOTUCATU,SP,,"[{'badge_info': 'E0672/19', 'titulo': ' N 10/04/2019 17:06', 'msg': 'AD - OPR COM AS SEGUINTES RESTRICOES:1 - OPS TKOF/LDG PPR COM A ADMINISTRADORA AEROPORTUARIA LOCAL ATRAVES DO TELEFONE (14) 3813-8628 COM ANTECEDENCIA MNM 1HR2 - OPS TKOF/LDG VOOS IFR (PLN Z OU Y) E VFR ABV DO FL115 COMPULSORIO INTERVALO MNM DE 7 MINUTOS ', 'texto2': '22/04/19 00:00 a 03/05/19 23:59 UTC'}]",OK
SDBY,SP0032,Bariri,BARIRI,SP,,[],OK
SDCA,SP0122,Capão Bonito,CAPÃO BONITO,SP,,[],OK
SDCG,AM0016,Senadora Eunice Micheles,SÃO PAULO DE OLIVENÇA,AM,,"[{'badge_info': 'G0358/19', 'titulo': ' N 29/03/2019 20:00', 'msg': 'AD PRB OPR ACFT ASA FIXA EXC CASOS DE EMERG MEDICA OU TRANSPORTE DE VALORES ', 'texto2': '29/03/19 20:00 a 22/06/19 23:59 UTC'}]",OK
SDCO,SP0027,Sorocaba,SOROCABA,SP,,"[{'badge_info': 'D0477/19', 'titulo': ' N 09/04/2019 14:11', 'msg': 'RWY 18/36 CLSD DEVIDO SER MEDICAO FCT ', 'texto2': '24/04/19 23:00 a 26/04/19 02:00 UTC'}, {'badge_info': 'Z0727/18', 'titulo': ' N 17/04/2018 14:35', 'msg': 'COMBATE DE INCENDIO E SALVAMENTO CAT 3 RETIRADOREF: ROTAER 3-S ', 'texto2': '01/05/18 00:00 a PERM'}, {'badge_info': 'Z4532/16', 'titulo': ' N 01/12/2016 13:13', 'msg': 'AD CORRIGIR ELEV PARA 2077FTREF: AIP MAP ADC PDC VAC ', 'texto2': '01/12/16 13:13 a PERM'}]",OK
SDDN,SP0020,ANDRADINA,ANDRADINA,SP,,[],OK
SDDR,SP0021,Dracena,DRACENA,SP,,[],OK
SDEP,SP0052,Pres. Epitácio,PRESIDENTE EPITÁCIO,SP,,[],OK
SDET,SP0012,Tietê,TIETÊ,SP,,"[{'badge_info': 'E0488/19', 'titulo': ' R E2839/18 14/03/2019 22:37', 'msg': 'PJE SUBJ COOR ACC CURITIBA ACONTECERA CENTRO COORD 230617S/0474328W (TIETE-SP)RAIO 5KM (COOR SBD 407) RTO ', 'texto2': 'GND'}]",OK
SDFD,SP0054,Coronel Aviador Carlos Orleans Guimarães,FERNANDÓPOLIS,SP,,"[{'badge_info': 'F0371/19', 'titulo': ' N 26/02/2019 23:44', 'msg': 'AD CLSD DEVIDO EVENTO ', 'texto2': '09/04/19 00:00 a 16/04/19 23:59 UTC'}]",OK
SDFX,BA0054,Casa Nova,CASA NOVA,BA,,[],OK
SDGC,SP0055,GARCA,GARÇA,SP,,[],OK
SDGR,SP0074,Guararapes,GUARARAPES,SP,,[],OK
SDIG,SP0038,Ibitinga,IBITINGA,SP,,[],OK
SDIM,SP0033,Itanhaém,ITANHAÉM,SP,,"[{'badge_info': 'Z0803/18', 'titulo': ' R Z0802/18 25/04/2018 14:04', 'msg': 'COMBATE DE INCENDIO E SALVAMENTO CAT 2 RETIRADOREF: ROTAER 3-I ', 'texto2': '02/05/18 00:00 a PERM'}, {'badge_info': 'Z0014/18', 'titulo': ' N 11/01/2018 11:12', 'msg': 'AD CONCENTRACAO DE PASSAROS NO CIRCUITO DE TFC E SECT APCH RWY 15/33REF: ROTAER 3-I ', 'texto2': '11/01/18 11:13 a PERM'}]",OK
SDIV,SP0056,Ituverava,ITUVERAVA,SP,,[],OK
SDJC,SP0158,Jaboticabal,JABOTICABAL,SP,,"[{'badge_info': 'F0662/19', 'titulo': ' N 11/04/2019 19:03', 'msg': 'DIST DECLARADAS RWY 07/25 MODIFICADAS PARA:TORA  TODA  ASDA  LDARWY 07  480  480  480  480RWY 25  480  480  480  480 ', 'texto2': '20/04/19 11:00 a 20/07/19 21:00 UTC'}, {'badge_info': 'F0661/19', 'titulo': ' N 11/04/2019 19:02', 'msg': 'RWY 25 FST 480M E RWY 07 ULTIMOS 480M CLSD DEVIDO OBRAS ', 'texto2': '20/04/19 11:00 a 20/07/19 21:00 UTC'}, {'badge_info': 'F0231/19', 'titulo': ' N 04/02/2019 17:19', 'msg': 'PJE SUBJ AUTH/COORD APP ACADEMIA ACONTECERA CENTRO AD (211351S/0481708W)RAIO 5KM GND/FL055 RTO FL055/FL140 COOR ', 'texto2': 'SFC'}]",OK
SDJO,SP0010,São Joaquim da Barra,SÃO JOAQUIM DA BARRA,SP,,"[{'badge_info': 'INFOTEMP 1024/2018', 'titulo': '', 'texto2': 'Duração:'}, {'badge_info': 'INFOTEMP 1023/2018', 'titulo': '', 'texto2': 'Duração:'}]",OK
SDJV,SP0035,Municipal de São João da Boa Vista,SÃO JOÃO DA BOA VISTA,SP,,[],OK
SDKE,,,,, O aeródromo não foi encontrado. ,[],OK
SDKF,BA0053,Juazeiro,CURAÇÁ,BA,,[],OK
SDKJ,BA0025,Formosa do Rio Preto,FORMOSA DO RIO PRETO,BA,,[],OK
SDKK,SP0058,Mococa,MOCOCA,SP,,[],OK
SDLC,SP0039,Lucélia,LUCÉLIA,SP,,[],OK
SDLE,BA0038,Rio de Contas,RIO DE CONTAS,BA,,[],OK
SDLI,,,,, O aeródromo não foi encontrado. ,[],OK
SDLK,BA0016,Caculé,CACULÉ,BA,,[],OK
SDLL,SP0048,Leme,LEME,SP,,[],OK
SDLP,SP0147,Municipal José Boso,LENÇÓIS PAULISTA,SP,,[],OK
SDLY,SP0071,Matão,MATÃO,SP,,"[{'badge_info': 'F0291/19', 'titulo': ' N 19/02/2019 20:20', 'msg': 'OBST NEG LGTD MONTADO:1- TORRE COORD 213742.24S/0482032.02W ELEV 683,85M2- TORRE COORD 213749.93S/0482008.21W ELEV 714,57M ', 'texto2': '19/02/19 20:20 a 18/05/19 23:59 UTC'}]",OK
SBMI,RJ0009,Maricá,MARICÁ,RJ,,"[{'badge_info': 'D0315/19', 'titulo': ' R D0146/19 07/03/2019 12:29', 'msg': 'SER COMBUSTIVEL AVGAS NEG AVBL ', 'texto2': '07/03/19 12:29 a 04/05/19 23:59 UTC'}, {'badge_info': 'D0149/19', 'titulo': ' N 31/01/2019 00:10', 'msg': 'MET CMA (1 A 3) HR SER JAN 31 TIL FEB 16 0800-2000 FEB 17 TIL APR 29 0900-2100 INSTL ', 'texto2': '31/01/19 08:00 a 29/04/19 21:00 UTC'}, {'badge_info': 'D0147/19', 'titulo': ' N 31/01/2019 00:09', 'msg': 'AFIS RADIO MARICA FREQ 131.800MHZ HR SER JAN 31 TIL FEB 16 0800-2000FEB 17 TIL APR 29 0900-2100 INSTL ', 'texto2': '31/01/19 08:00 a 29/04/19 21:00 UTC'}, {'badge_info': 'D0148/19', 'titulo': ' N 31/01/2019 00:09', 'msg': 'AIS HR SER JAN 31 TIL FEB 16 0800-2000 FEB 17 TIL APR 29 0900-2100 INSTL ', 'texto2': '31/01/19 08:00 a 29/04/19 21:00 UTC'}]",OK
SDMH,SP0202,Mirassol,MIRASSOL,SP,,[],OK
SDMJ,SP0022,Mogi-mirim,MOGI MIRIM,SP,,[],OK
SDMO,SP0068,MONTE ALTO,MONTE ALTO,SP,,"[{'badge_info': 'Z0747/18', 'titulo': ' R Z0746/18 21/04/2018 03:07', 'msg': 'AIS INSERIR INFO:MONTE ALTO/MONTE ALTO,SP- AD PUB COORD 211541S/0483147W ELEV 750M RWY 17/35DIMENSOES 850MX20M PISO TER RESISTENCIA 5.600KG/0,50MPA OPS VFR DIURNAREF: ROTAER 3-M,6-SD ', 'texto2': '21/04/18 03:08 a PERM'}]",OK
SDNH,SP0204,Novo Horizonte,NOVO HORIZONTE,SP,,[],OK
SDNO,SP0061,Nelson Garófalo,SÃO MANUEL,SP,,[],OK
SDOU,SP0108,Aeroporto Estadual de Ourinhos,OURINHOS,SP,,[],OK
SDOV,GO0013,Mozarlândia,MOZARLÂNDIA,GO,,[],OK
SDOW,PA0021,Ourilândia do Norte,OURILÂNDIA DO NORTE,PA,,[],OK
SDPD,SP0072,Pindamonhangaba,PINDAMONHANGABA,SP,,[],OK
SDPN,SP0024,Penápolis,PENÁPOLIS,SP,,"[{'badge_info': 'Z4056/17', 'titulo': ' N 05/12/2017 15:46', 'msg': 'ABN (L21) COORD 212437S/0500155W INSTLREF:  AIP BRASIL ENR 4.5 ', 'texto2': '05/12/17 15:43 a PERM'}]",OK
SDPV,SP0040,Pres. Venceslau,PRESIDENTE VENCESLAU,SP,,[],OK
SDPW,SP0041,Piracicaba,PIRACICABA,SP,,"[{'badge_info': 'E0396/19', 'titulo': ' R E2775/18 06/03/2019 19:50', 'msg': 'PJE SUBJ AUTH APP ACADEMIA ACONTECERA CENTRO AD (224238S/0473710W)RAIO 5KM SFC/FL100 RTO FL100/FL160 COOR ', 'texto2': 'SFC'}, {'badge_info': 'Z1346/18', 'titulo': ' N 17/08/2018 13:17', 'msg': 'AD RESISTENCIA RWY 17/35 CORRIGIDA PARA 21/F/A/X/T REF: ROTAER 3-P ', 'texto2': '17/08/18 13:17 a PERM'}, {'badge_info': 'Z1345/18', 'titulo': ' N 16/08/2018 19:02', 'msg': 'LGT LATERAL TWY (L15) RETIRADO REF: ROTAER 3-P ', 'texto2': '16/08/18 19:02 a PERM'}]",OK
SDPY,SP0066,Pirassununga,PIRASSUNUNGA,SP,,[],OK
SDRK,SP0007,Rio Claro,RIO CLARO,SP,,"[{'badge_info': 'F0457/19', 'titulo': ' R F0276/19 15/03/2019 13:17', 'msg': 'LGT OBST SOBRE NDB RCL U/S ', 'texto2': '15/03/19 13:17 a 16/05/19 23:59 UTC'}, {'badge_info': 'F0443/19', 'titulo': ' R F2478/18 13/03/2019 21:05', 'msg': 'FLT GLD SUBJ AUTH APP ACADEMIA ACONTECERA CENTRO AD (222552S/0473351W) RAIO 10KM DNG COOR SBD 424 ', 'texto2': 'SFC'}, {'badge_info': 'Z0214/19', 'titulo': ' R Z2181/18 13/03/2019 20:11', 'msg': 'FLT GLD SUBJ AUTH APP ACADEMIA ACONTECERA ARARAS,SP (222045S0472226W),LIMEIRA, SP (223614S/0472443W), SDAE (223501S/0475346W), MINEIROS DO TIETE,SP(222617S/0482420W), FAZENDA BOA VISTA, SP (221000S/0482800W) ESDSC (215235S/0475412W) DNG EXC SBR 468 E SBR 469 ', 'texto2': 'FL055'}, {'badge_info': 'Z2103/18', 'titulo': ' R Z2101/18 03/12/2018 15:37', 'msg': 'NDB RCL 280.00KHZ RETIRADOREF: AIP MAP (SBYS) SID AAQ - MOXAV - NIMPU - PADAV - RCL - RPR ', 'texto2': '03/12/18 15:37 a PERM'}, {'badge_info': 'Z1018/18', 'titulo': ' N 12/06/2018 14:04', 'msg': 'AD CARACTERISTICAS FISICAS MODIFICADAS PARA:1- COORD 222554S/0473345W2- ELEV 600M3- DIMENSOES RWY 1047MX40MREF: ROTAER 3-R ', 'texto2': '19/06/18 00:00 a PERM'}]",OK
SDRR,SP0113,Avaré-Arandu,AVARÉ,SP,,[],OK
SDRS,RJ0007,Resende,RESENDE,RJ,,"[{'badge_info': 'E0415/19', 'titulo': ' R E2872/18 07/03/2019 21:01', 'msg': 'PJE SUBJ COOR PREVIA ACC CURITIBA, CENTRO DE OPS MIL DECURITIBA E SCOAM/OPS DA ALA 12 ACONTECERA CENTROAD (222843S/0442854W) RAIO 2 KM RTO (COOR SBR-301 EXC SBR-344) ', 'texto2': 'GND'}]",OK
SDSC,SP0029,Mário Pereira Lopes,SÃO CARLOS,SP,,"[{'badge_info': 'Z0217/19', 'titulo': ' R Z2178/18 13/03/2019 20:23', 'msg': 'FLT GLD SUBJ AUTH APP ACADEMIA ACONTECERA ARARAS,SP (222045S0472226W),LIMEIRA,SP (223614S/0472443W), SDAE (223501S/0475346W), MINEIROS DO TIETE, SP (222617S/0482420W),FAZENDA BOA VISTA, SP (221000S/0482800W) E SDSC (215235S/0475412W) DNG EXC SBR 468 E SBR 469 ', 'texto2': 'FL055'}, {'badge_info': 'Z1859/18', 'titulo': ' N 18/10/2018 13:35', 'msg': 'ABN (L21) COORD 215238S/0475432W INSTLREF: AIP BRASIL ENR 4.5 ', 'texto2': '18/10/18 13:35 a PERM'}]",OK
SBSO,MT0005,AEROPORTO REGIONAL DE SORRISO ADOLINO BEDIN,SORRISO,MT,,"[{'badge_info': 'Z0085/19', 'titulo': ' R Z1299/17 01/02/2019 21:21', 'msg': 'MET CMA(1 A 4) MON TIL FRI 0200-0630 1100-1600 1800-2000SAT 0200-0630 1100-1500 INSTLREF: ROTAER 3-S ', 'texto2': '01/02/19 21:21 a PERM'}, {'badge_info': 'G0096/19', 'titulo': ' N 24/01/2019 13:24', 'msg': 'AFIS HR SER MON 1100-1500 1800-2200 TUE TIL FRI 0000-0200 1100-1500 1800-2200 SAT 0000-0200 1100-1600. DEMAIS DIAS E HR O/R TEL (66)3545-8352 OU THRU EMAIL EPTA.SBSO(A)GMAIL.COM. ', 'texto2': '18/02/19 11:00 a 17/05/19 22:00 UTC'}, {'badge_info': 'G0095/19', 'titulo': ' N 24/01/2019 12:58', 'msg': 'MET CMA (1 A 4) HR SER MON 1100-1500 1800-2200TUE TIL FRI 0000-0200 1100-1500 1800-2200 SAT 0000-0200 1100-1600.DEMAIS DIAS E HR O/R TEL (66)3545-8352 OU THRU EMAIL EPTA.SBSO(A)GMAIL.COM. ', 'texto2': '18/02/19 11:00 a 17/05/19 22:00 UTC'}, {'badge_info': 'G0094/19', 'titulo': ' N 24/01/2019 12:57', 'msg': 'AIS HR SER MON 1100-1500 1800-2200 TUE TIL FRI0000-0200 1100-1500 1800-2200 SAT 0000-0200 1100-1600.DEMAIS DIAS E HR O/R TEL (66)3545-8352 OU THRU EMAIL EPTA.SBSO(A)GMAIL.COM ', 'texto2': '18/02/19 11:00 a 17/05/19 22:00 UTC'}, {'badge_info': 'Z2058/18', 'titulo': ' N 21/11/2018 17:21', 'msg': 'ZONA DE INFORMACAO DE VOO (FIZ SORRISO) DESDE 121313S/0551711WLIGADO POR UM ARCO DE SENTIDO HORARIO DE 27NM DE RAIO COM CENTROEM 122822S/0554008W ATE 120747S/0555827W PARA O PONTODE ORIGEM CLASSE GOLF ACTREF: AIP BRASIL ENR 2.1 ', 'texto2': 'GND'}, {'badge_info': 'Z1304/18', 'titulo': ' R Z0882/18 31/07/2018 17:05', 'msg': 'THR 23 PRB OPS LDG DE ACFT A JATOREF: ROTAER 3-S ', 'texto2': '31/07/18 17:05 a PERM'}, {'badge_info': 'Z3709/17', 'titulo': ' N 20/10/2017 19:11', 'msg': 'AD  BALIZAMENTO NOTURNO E ABN APOS SS O/R COM ANTECEDENCIA MNM DE 01 HR BFR ETA OU EOBT PELOS TEL (66)3545-8362 (66)99657-8024 OU THRU EMAIL AEROPORTO.SORRISO(A)GMAIL.COMREF: ROTAER 3-S ', 'texto2': '20/10/17 19:09 a PERM'}]",OK
SDTB,SP0069,ATIBAIA,ATIBAIA,SP,,[],OK
SDTF,SP0050,Tatuí,TATUÍ,SP,,[],OK
SDTI,SP0073,Tupi Paulista,TUPI PAULISTA,SP,,"[{'badge_info': 'E0314/19', 'titulo': ' N 14/02/2019 22:41', 'msg': 'AD CLSD ', 'texto2': '14/02/19 22:41 a 12/05/19 23:59 UTC'}]",OK
SDTK,RJ0011,Parati,PARATY,RJ,,"[{'badge_info': 'D0198/19', 'titulo': ' N 12/02/2019 13:48', 'msg': 'PJE SUBJ AUTH/COOR APP SAO PAULO ACONTECERA CENTRO COORD 231318S/0444313W (PARATY, RJ) RAIO 500M RTO ', 'texto2': 'SFC'}]",OK
SDTP,SP0025,José Vicente Faria Lima,TUPÃ,SP,,"[{'badge_info': 'Z0392/18', 'titulo': ' N 14/02/2018 18:48', 'msg': 'LGT LATERAIS TWY (L15) INSTLREF: ROTAER 3-T ', 'texto2': '14/02/18 18:49 a PERM'}, {'badge_info': 'Z0382/18', 'titulo': ' N 08/02/2018 14:02', 'msg': 'AD MODIFICAR TIPO DE OPS PARA VFR DIURNA/NOTURNAREF: ROTAER 3-T ', 'texto2': '08/02/18 14:03 a PERM'}, {'badge_info': 'Z0380/18', 'titulo': ' N 08/02/2018 13:55', 'msg': 'ABN (L21) COORD 215328,01S/0503013,77W INSTLREF: ROTAER 3-T        AIP BRASIL ENR 4.5 ', 'texto2': '08/02/18 13:56 a PERM'}]",OK
SDUB,SP0065,Ubatuba,UBATUBA,SP,,"[{'badge_info': 'D0409/19', 'titulo': ' N 22/03/2019 17:02', 'msg': 'NDB UBT 295KHZ U/S ', 'texto2': '22/03/19 17:02 a 18/06/19 23:59 UTC'}, {'badge_info': 'D0197/19', 'titulo': ' N 11/02/2019 19:37', 'msg': 'PJE SUBJ AUTH/COOR APP SAO PAULO ACONTECERA CENTRO COORD 232629S/0450434W RAIO 2NM RTO ', 'texto2': 'SFC'}]",OK
SDUN,RJ0008,Itaperuna,ITAPERUNA,RJ,,[],OK
SDUQ,SP0042,PARAGUACU PAULISTA ,PARAGUAÇU PAULISTA,SP,,[],OK
SDVE,SP0070,Vera Cruz,VERA CRUZ,SP,,[],OK
SDVG,SP0026,Votuporanga,VOTUPORANGA,SP,,[],OK
SDWQ,PA0027,Alenquer,ALENQUER,PA,,[],OK
SDXB,,,,, O aeródromo não foi encontrado. ,[],OK
SDXF,GO0020,Alto Paraíso,ALTO PARAÍSO DE GOIÁS,GO,,"[{'badge_info': 'Z0887/18', 'titulo': ' N 15/05/2018 18:27', 'msg': 'AD CARACTERISTICAS FISICAS MODIFICADAS PARA:1- COORD 140709S/0473149W2- DIMENSOES 1080MX30MREF. ROTAER 3-A ', 'texto2': '23/05/18 00:00 a PERM'}]",OK
SDXJ,MS0017,Costa Rica,COSTA RICA,MS,,[],OK
SDYW,,,,, O aeródromo não foi encontrado. ,[],OK
SDZG,CE0007,Pedro Teixeira Castelo Regional Tauá,TAUÁ,CE,,[],OK
SIBU,PB0012,AERÓDROMO PÚBLICO DE CATOLÉ DO ROCHA,CATOLÉ DO ROCHA,PB,,[],OK
SIBW,,,,, O aeródromo não foi encontrado. ,[],OK
SIBY,PB0009,Monteiro,MONTEIRO,PB,,[],OK
SIBZ,PB0010,AERÓDROMO PÚBLICO DE ITAPORANGA,ITAPORANGA,PB,,[],OK
SICA,,,,, O aeródromo não foi encontrado. ,[],OK
SICB,,,,, O aeródromo não foi encontrado. ,[],OK
SILC,MT0025,Municipal Bom Futuro,LUCAS DO RIO VERDE,MT,,[],OK
SIMK,SP0011,Tenente Lund Pressoto,FRANCA,SP,,[],OK
SIZX,MT0018,Juara Sul,JUARA,MT,,[],OK
SJAU,TO0007,Araguacema,ARAGUACEMA,TO,,[],OK
SJBY,MA0019,Jõao Silva,SANTA INÊS,MA,,[],OK
SJGU,TO0005,Araguatins,ARAGUATINS,TO,,[],OK
SBJA,SC0005,Regional Sul,JAGUARUNA,SC,,"[{'badge_info': 'N0138 | 19/07/18', 'titulo': 'INFORMAÇÕES ADICIONAIS', 'msg': 'COMBATE DE INCENDIO E SALVAMENTO CAT 5 U/S ', 'texto1': '- Concentração de pássaros na pista 05/23. \n\n1) Dias e horários: diariamente 2100 - 0900 UTC.', 'texto2': '\n  \tPeríodo: De 19 de julho de 2018, 2100 UTC até 31 de dezembro de 2020, 0259 UTC.\n\tRef: AIP MAP ADC\n\n'}, {'badge_info': 'E0674/19', 'titulo': ' N 10/04/2019 18:23', 'msg': 'COMBATE DE INCENDIO E SALVAMENTO CAT 5 U/S ', 'texto2': '10/04/19 18:23 a 17/04/19 23:59 UTC'}, {'badge_info': 'E0269/19', 'titulo': ' R E2677/18 11/02/2019 18:35', 'msg': 'MET CMA (1 A 4 ) HR SERFEB 11 1835-1900  12 TIL 15  0700-1900 16 0700-1900 17 0900-2100 12/13 TIL 14/16 2300-0245FEB 18 TIL MAY 11 MON TIL SAT 0800-2000 FEB 18/19 TIL MAY 10/11 MON/TUE TILFRI/SAT 2200-0345 SUN/MON  1000-0345 ', 'texto2': '11/02/19 18:35 a 11/05/19 23:59 UTC'}, {'badge_info': 'E0268/19', 'titulo': ' N 11/02/2019 18:33', 'msg': 'AFIS HR SER FEB 18 TIL MAY 11 MON TIL SAT 0800-2000FEB 18/19 TIL MAY 10/11 MON/TUE TIL FRI/SAT 2200-0345SUN/MON 1000-0345 ', 'texto2': '18/02/19 00:00 a 11/05/19 23:59 UTC'}]",OK
SJNP,PA0026,Novo Progresso,NOVO PROGRESSO,PA,,[],OK
SJOG,RO0003,Ariquemes,ARIQUEMES,RO,,[],OK
SJQN,GO0010,Quirinópolis,QUIRINÓPOLIS,GO,,[],OK
SJRG,RS0013,Regional de Rio Grande,RIO GRANDE,RS,,"[{'badge_info': 'E0362/19', 'titulo': ' N 27/02/2019 14:21', 'msg': 'RWY 06/24 SER MAINT NAS LATERAIS ', 'texto2': '20/03/19 10:00 a 31/05/19 23:00 UTC'}, {'badge_info': 'Z1376/18', 'titulo': ' N 27/08/2018 17:02', 'msg': 'OBST (TORRE) LGTD COORD 320252S0520829W ELEV 306FTREF: ROTAER ', 'texto2': '27/08/18 17:02 a PERM'}]",OK
SJTS,PA0028,Terra Santa,TERRA SANTA,PA,,[],OK
SJTZ,PA0022,Dom Eliseu,DOM ELISEU,PA,,[],OK
SJVO,GO0030,Aragarças,ARAGARÇAS,GO,,[],OK
SJZA,PB0004,Pedro Vieira Moreira,CAJAZEIRAS,PB,,"[{'badge_info': 'Z1293/18', 'titulo': ' R Z0893/18 24/07/2018 20:11', 'msg': 'CAJAZEIRAS/PEDRO VIEIRA MOREIRA, PB - AD PUB 065258S/0383657W ELEV 335M RWY 12/30 DIMENSOES 1600MX30M PISO ASPH RESISTENCIA 26/F/B/X/T OPS VFR DIURNA/NOTURNA INSTL REF: ROTAER 3-C     ENRC L3/H3 ', 'texto2': '24/07/18 20:11 a PERM'}]",OK
SNAB,PE0005,Araripina,ARARIPINA,PE,,[],OK
SNAE,PE0007,Arcoverde,ARCOVERDE,PE,,[],OK
